Date,Open,High,Low,Close,Adj Close,Volume
2014-04-25,9.922320,9.922320,9.731510,9.807830,9.807830,4583
2014-04-28,9.826910,9.922320,9.807830,9.922320,9.922320,12933
2014-04-29,9.912780,9.979570,9.874620,9.922320,9.922320,5347
2014-04-30,9.922320,10.103600,9.922320,10.017700,10.017700,4772
2014-05-01,10.017700,10.017700,10.017700,10.017700,10.017700,0
2014-05-02,10.027300,10.027300,9.970030,10.017700,10.017700,5674
2014-05-05,10.017700,10.027300,9.931860,9.970030,9.970030,3140
2014-05-06,9.970030,10.017700,9.903240,9.922320,9.922320,4086
2014-05-07,9.922320,9.922320,9.731510,9.826910,9.826910,3497
2014-05-08,9.826910,9.998650,9.741050,9.922320,9.922320,2294
2014-05-09,9.922320,9.922320,9.693350,9.750590,9.750590,1070
2014-05-12,9.922320,10.065400,9.741050,9.922320,9.922320,13636
2014-05-13,9.922320,10.227600,9.922320,10.027300,10.027300,17829
2014-05-14,10.027300,10.218100,10.027300,10.094100,10.094100,6338
2014-05-15,10.132200,10.132200,10.027300,10.027300,10.027300,3294
2014-05-16,10.036800,10.065400,9.779210,9.788750,9.788750,6228
2014-05-19,9.779210,9.846000,9.588400,9.721970,9.721970,4980
2014-05-20,9.588400,9.626560,9.550230,9.597940,9.597940,5293
2014-05-21,9.597940,9.912780,9.597940,9.769670,9.769670,15006
2014-05-22,9.712430,10.008200,9.683810,10.008200,10.008200,6259
2014-05-23,9.998650,10.113100,9.922320,10.113100,10.113100,6936
2014-05-26,10.065400,10.065400,9.874620,9.903240,9.903240,2942
2014-05-27,9.903240,9.931860,9.884160,9.903240,9.903240,2021
2014-05-28,9.903240,9.989110,9.846000,9.989110,9.989110,3083
2014-05-29,9.989110,10.065400,9.931860,10.065400,10.065400,2897
2014-05-30,10.055900,10.065400,9.979570,9.979570,9.979570,3597
2014-06-02,9.884160,9.922320,9.655180,9.731510,9.731510,4636
2014-06-03,9.769670,9.798290,9.683810,9.721970,9.721970,2407
2014-06-04,9.731510,9.779210,9.683810,9.702890,9.702890,2130
2014-06-05,9.683810,9.779210,9.636100,9.655180,9.655180,2981
2014-06-06,9.655180,9.731510,9.636100,9.636100,9.636100,3774
2014-06-09,9.636100,9.779210,9.636100,9.779210,9.779210,2663
2014-06-10,9.636100,9.683810,9.636100,9.683810,9.683810,2378
2014-06-11,9.636100,9.731510,9.578860,9.683810,9.683810,13864
2014-06-12,9.731510,9.731510,9.636100,9.683810,9.683810,4273
2014-06-13,9.683810,9.731510,9.597940,9.674260,9.674260,3232
2014-06-16,9.636100,9.636100,9.559780,9.578860,9.578860,1643
2014-06-17,9.588400,9.683810,9.559780,9.597940,9.597940,2117
2014-06-18,9.597940,9.636100,9.540700,9.588400,9.588400,4231
2014-06-19,9.597940,9.655180,9.597940,9.607480,9.607480,3327
2014-06-20,9.664720,9.779210,9.607480,9.683810,9.683810,7625
2014-06-23,9.683810,10.208500,9.636100,10.170400,10.170400,18849
2014-06-24,10.170400,10.304000,9.683810,10.075000,10.075000,10522
2014-06-25,10.170400,10.170400,9.912780,10.017700,10.017700,3950
2014-06-26,10.008200,10.017700,9.826910,9.960490,9.960490,2489
2014-06-27,9.922320,9.960490,9.779210,9.950940,9.950940,3530
2014-06-30,9.941400,9.950940,9.731510,9.855540,9.855540,8061
2014-07-01,9.826910,9.884160,9.702890,9.731510,9.731510,6311
2014-07-02,9.731510,9.826910,9.693350,9.693350,9.693350,3596
2014-07-03,9.683810,9.731510,9.683810,9.683810,9.683810,986
2014-07-04,9.731510,9.922320,9.683810,9.874620,9.874620,2744
2014-07-07,9.922320,9.922320,9.702890,9.721970,9.721970,2943
2014-07-08,9.826910,10.017700,9.683810,9.721970,9.721970,6138
2014-07-09,9.970030,9.970030,9.683810,9.693350,9.693350,2871
2014-07-10,9.702890,9.826910,9.569320,9.826910,9.826910,4048
2014-07-11,9.636100,9.769670,9.435750,9.540700,9.540700,12355
2014-07-14,9.540700,9.731510,9.454830,9.683810,9.683810,1251
2014-07-15,9.674260,9.683810,9.445290,9.540700,9.540700,2311
2014-07-16,9.550230,9.550230,9.407130,9.521610,9.521610,3167
2014-07-17,9.512070,9.512070,9.264010,9.283100,9.283100,5367
2014-07-18,9.264010,9.264010,8.786980,8.825140,8.825140,15095
2014-07-21,8.586630,8.767900,7.909240,8.586630,8.586630,24276
2014-07-22,8.968250,8.968250,8.596170,8.872850,8.872850,3473
2014-07-23,8.863310,8.872850,8.586630,8.720190,8.720190,3944
2014-07-24,8.624790,8.643870,8.596170,8.643870,8.643870,2004
2014-07-25,8.643870,8.872850,8.643870,8.872850,8.872850,3476
2014-07-28,8.872850,8.872850,8.615250,8.767900,8.767900,1568
2014-07-29,8.767900,8.767900,8.605710,8.710650,8.710650,2109
2014-07-30,8.586630,8.710650,8.586630,8.596170,8.596170,1914
2014-07-31,8.596170,8.796520,8.577080,8.796520,8.796520,3002
2014-08-01,8.767900,8.767900,8.443510,8.491220,8.491220,4406
2014-08-04,8.491220,8.491220,8.357650,8.357650,8.357650,2321
2014-08-05,8.357650,8.395810,8.119130,8.348110,8.348110,4464
2014-08-06,8.338570,8.338570,7.556230,7.775670,7.775670,16171
2014-08-07,7.632560,7.909240,7.355880,7.355880,7.355880,7866
2014-08-08,7.441740,7.823370,7.165060,7.460820,7.460820,4505
2014-08-11,7.613470,7.918780,7.613470,7.918780,7.918780,10859
2014-08-12,8.300400,8.300400,7.928320,8.109590,8.109590,2341
2014-08-13,8.119130,8.243160,8.119130,8.205000,8.205000,1131
2014-08-14,8.195460,8.262240,8.157290,8.262240,8.262240,479
2014-08-15,8.166830,8.290860,8.166830,8.290860,8.290860,479
2014-08-18,8.300400,8.367190,8.300400,8.367190,8.367190,1642
2014-08-19,8.367190,8.395810,8.348110,8.395810,8.395810,940
2014-08-20,8.395810,8.395810,8.357650,8.367190,8.367190,1381
2014-08-21,8.348110,8.348110,8.271780,8.338570,8.338570,473
2014-08-22,8.338570,8.386270,8.300400,8.300400,8.300400,2132
2014-08-25,8.300400,8.386270,8.252700,8.386270,8.386270,551
2014-08-26,8.348110,8.386270,8.348110,8.348110,8.348110,385
2014-08-27,8.348110,8.357650,8.205000,8.319490,8.319490,2550
2014-08-28,8.319490,8.538920,8.319490,8.529380,8.529380,2050
2014-08-29,8.529380,8.538920,8.395810,8.538920,8.538920,2036
2014-09-01,8.538920,8.825140,8.538920,8.691570,8.691570,2955
2014-09-02,8.872850,9.063660,8.806060,8.958710,8.958710,2879
2014-09-03,9.025500,9.063660,8.872850,8.872850,8.872850,4871
2014-09-04,8.882390,8.968250,8.806060,8.872850,8.872850,3480
2014-09-05,8.872850,8.872850,8.777440,8.853760,8.853760,1312
2014-09-08,8.853760,8.920550,8.853760,8.872850,8.872850,278
2014-09-09,8.872850,8.920550,8.863310,8.863310,8.863310,1144
2014-09-10,8.863310,8.863310,8.777440,8.777440,8.777440,1512
2014-09-11,8.786980,9.063660,8.777440,9.006420,9.006420,5002
2014-09-12,8.996870,8.996870,8.920550,8.920550,8.920550,557
2014-09-15,8.901470,9.015960,8.901470,8.920550,8.920550,2764
2014-09-16,8.930090,9.044580,8.872850,9.044580,9.044580,3197
2014-09-17,9.063660,9.063660,9.054120,9.054120,9.054120,1216
2014-09-18,9.044580,9.063660,8.844220,9.063660,9.063660,4053
2014-09-19,9.063660,9.063660,8.882390,9.044580,9.044580,4770
2014-09-22,8.901470,9.025500,8.777440,8.815600,8.815600,2606
2014-09-23,8.834680,9.054120,8.815600,9.054120,9.054120,1348
2014-09-24,9.054120,9.054120,8.825140,8.872850,8.872850,1124
2014-09-25,8.872850,8.872850,8.739280,8.739280,8.739280,920
2014-09-26,8.739280,8.758360,8.367190,8.634330,8.634330,2795
2014-09-29,8.758360,8.758360,8.376730,8.376730,8.376730,2378
2014-09-30,8.586630,8.586630,8.376730,8.586630,8.586630,2997
2014-10-01,8.748820,8.748820,8.395810,8.405350,8.405350,1984
2014-10-02,8.586630,8.586630,8.300400,8.300400,8.300400,2208
2014-10-03,8.309950,8.395810,8.309950,8.395810,8.395810,216
2014-10-06,8.777440,8.777440,8.586630,8.767900,8.767900,1495
2014-10-07,8.825140,8.825140,8.395810,8.395810,8.395810,5089
2014-10-08,8.395810,8.548460,8.300400,8.309950,8.309950,2518
2014-10-09,8.309950,8.510300,8.309950,8.472140,8.472140,1998
2014-10-10,8.453060,8.453060,7.651640,8.395810,8.395810,9808
2014-10-13,8.205000,8.338570,8.042800,8.042800,8.042800,5109
2014-10-14,8.052350,8.109590,7.880610,8.080970,8.080970,2074
2014-10-15,8.080970,8.300400,8.071430,8.109590,8.109590,55510
2014-10-16,7.966480,8.061890,7.203220,7.537150,7.537150,21829
2014-10-17,7.489450,7.851990,7.489450,7.823370,7.823370,8326
2014-10-20,7.823370,7.823370,7.556230,7.699340,7.699340,2570
2014-10-21,7.871070,7.871070,7.642100,7.785210,7.785210,2005
2014-10-22,7.861530,7.861530,7.727960,7.775670,7.775670,2097
2014-10-23,7.775670,8.100050,7.632560,8.100050,8.100050,4371
2014-10-24,7.775670,8.109590,7.775670,8.100050,8.100050,3641
2014-10-27,8.100050,8.100050,7.813830,7.918780,7.918780,1361
2014-10-28,7.918780,8.586630,7.813830,8.586630,8.586630,7248
2014-10-29,8.596170,9.063660,8.596170,8.872850,8.872850,9259
2014-10-30,8.977790,9.063660,8.691570,8.825140,8.825140,4364
2014-10-31,8.825140,8.968250,8.825140,8.872850,8.872850,2153
2014-11-03,8.872850,8.958710,8.844220,8.844220,8.844220,867
2014-11-04,8.844220,8.968250,8.491220,8.968250,8.968250,1300
2014-11-05,8.777440,8.834680,8.777440,8.777440,8.777440,1677
2014-11-06,8.729740,8.777440,8.653410,8.691570,8.691570,1204
2014-11-07,8.691570,8.777440,8.586630,8.777440,8.777440,1715
2014-11-10,8.777440,8.777440,8.634330,8.634330,8.634330,2153
2014-11-11,8.586630,8.586630,8.538920,8.538920,8.538920,1713
2014-11-12,8.538920,8.729740,8.166830,8.243160,8.243160,3419
2014-11-13,8.405350,8.682030,8.405350,8.605710,8.605710,1675
2014-11-14,8.586630,8.767900,8.500760,8.767900,8.767900,6659
2014-11-17,8.758360,8.767900,8.605710,8.605710,8.605710,1958
2014-11-18,8.605710,8.777440,8.605710,8.605710,8.605710,4178
2014-11-19,8.538920,8.968250,8.538920,8.968250,8.968250,4280
2014-11-20,8.586630,8.662950,8.567540,8.653410,8.653410,11575
2014-11-21,8.653410,8.653410,8.577080,8.586630,8.586630,1853
2014-11-24,8.777440,9.063660,8.577080,8.586630,8.586630,65874
2014-11-25,8.758360,8.758360,8.395810,8.481680,8.481680,7787
2014-11-26,8.300400,8.634330,8.300400,8.577080,8.577080,6348
2014-11-27,8.567540,8.672490,8.462600,8.672490,8.672490,4159
2014-11-28,8.672490,8.672490,8.596170,8.672490,8.672490,493
2014-12-01,8.672490,8.930090,8.586630,8.930090,8.930090,19068
2014-12-02,9.006420,9.006420,8.691570,8.939630,8.939630,1321
2014-12-03,8.939630,8.939630,8.786980,8.872850,8.872850,1461
2014-12-04,8.939630,8.939630,8.682030,8.729740,8.729740,3617
2014-12-05,8.729740,8.729740,8.682030,8.729740,8.729740,1332
2014-12-08,8.729740,8.949170,8.682030,8.748820,8.748820,8393
2014-12-09,8.882390,8.920550,8.739280,8.911010,8.911010,3608
2014-12-10,8.777440,8.901470,8.777440,8.786980,8.786980,1713
2014-12-11,8.777440,8.834680,8.682030,8.748820,8.748820,2827
2014-12-12,8.815600,8.834680,8.624790,8.624790,8.624790,5318
2014-12-15,8.624790,8.853760,8.586630,8.586630,8.586630,4691
2014-12-16,8.596170,8.634330,7.766130,8.109590,8.109590,13793
2014-12-17,8.672490,8.672490,8.176380,8.224080,8.224080,5220
2014-12-18,8.300400,8.577080,8.128670,8.214540,8.214540,2614
2014-12-19,8.195460,8.586630,8.195460,8.586630,8.586630,4040
2014-12-22,8.825140,8.825140,8.281320,8.586630,8.586630,2049
2014-12-23,8.586630,8.586630,8.433970,8.491220,8.491220,258
2014-12-24,8.491220,8.586630,8.357650,8.491220,8.491220,1779
2014-12-29,8.300400,8.414890,8.300400,8.395810,8.395810,2752
2014-12-30,8.386270,8.395810,8.338570,8.357650,8.357650,1321
2014-12-31,8.367190,8.395810,8.367190,8.395810,8.395810,702
2015-01-02,8.453060,8.758360,8.453060,8.758360,8.758360,1483
2015-01-05,8.777440,8.777440,8.491220,8.662950,8.662950,3648
2015-01-06,8.634330,8.634330,8.405350,8.586630,8.586630,659
2015-01-07,8.567540,8.577080,8.395810,8.491220,8.491220,1821
2015-01-08,8.491220,8.519840,8.176380,8.519840,8.519840,7671
2015-01-09,8.529380,8.529380,8.491220,8.529380,8.529380,2083
2015-01-12,8.405350,8.558000,8.300400,8.300400,8.300400,3300
2015-01-13,8.300400,8.386270,8.300400,8.376730,8.376730,2828
2015-01-14,8.376730,8.376730,8.166830,8.262240,8.262240,1661
2015-01-15,8.309950,8.309950,8.185920,8.290860,8.290860,12408
2015-01-16,8.205000,8.290860,8.185920,8.185920,8.185920,4022
2015-01-19,8.290860,8.290860,8.109590,8.147750,8.147750,4000
2015-01-20,8.147750,8.157290,8.061890,8.109590,8.109590,15105
2015-01-21,8.109590,8.195460,8.061890,8.195460,8.195460,5201
2015-01-22,8.185920,8.185920,8.023720,8.090510,8.090510,3111
2015-01-23,8.157290,8.157290,8.014180,8.033270,8.033270,7265
2015-01-26,8.014180,8.061890,7.918780,8.061890,8.061890,3659
2015-01-27,8.014180,8.061890,7.909240,7.909240,7.909240,5235
2015-01-28,7.899690,7.956940,7.823370,7.909240,7.909240,2986
2015-01-29,7.918780,7.918780,7.842450,7.909240,7.909240,1443
2015-01-30,7.899690,7.909240,7.823370,7.823370,7.823370,4633
2015-02-02,7.823370,7.842450,7.727960,7.775670,7.775670,3754
2015-02-03,7.775670,7.794750,7.766130,7.766130,7.766130,1715
2015-02-04,7.775670,7.794750,7.642100,7.794750,7.794750,6078
2015-02-05,7.756590,7.766130,7.613470,7.613470,7.613470,7673
2015-02-06,7.632560,7.718420,7.546690,7.632560,7.632560,8528
2015-02-09,7.642100,7.642100,7.556230,7.632560,7.632560,1947
2015-02-10,7.537150,7.632560,7.413120,7.432200,7.432200,13224
2015-02-11,7.432200,7.537150,7.260470,7.260470,7.260470,3717
2015-02-12,7.260470,7.537150,7.260470,7.451280,7.451280,8631
2015-02-13,7.451280,7.527610,7.451280,7.470360,7.470360,6934
2015-02-16,7.527610,7.537150,7.518070,7.537150,7.537150,1729
2015-02-17,7.441740,7.632560,7.394040,7.632560,7.632560,35376
2015-02-18,7.680260,7.785210,7.365420,7.718420,7.718420,81230
2015-02-19,7.756590,9.359420,7.756590,9.035040,9.035040,156731
2015-02-20,8.968250,8.968250,8.109590,8.586630,8.586630,49447
2015-02-23,8.224080,8.500760,8.119130,8.300400,8.300400,22861
2015-02-24,8.205000,8.414890,7.918780,8.014180,8.014180,17752
2015-02-25,7.918780,7.918780,7.489450,7.651640,7.651640,40012
2015-02-26,7.813830,7.813830,7.642100,7.727960,7.727960,5354
2015-02-27,7.651640,7.899690,7.651640,7.727960,7.727960,6819
2015-03-02,7.775670,7.995100,7.775670,7.995100,7.995100,23038
2015-03-03,8.061890,8.176380,7.918780,7.985560,7.985560,25047
2015-03-04,8.014180,8.014180,7.871070,7.871070,7.871070,9902
2015-03-05,7.851990,7.918780,7.851990,7.918780,7.918780,3639
2015-03-06,7.918780,7.918780,7.823370,7.823370,7.823370,7377
2015-03-09,7.851990,7.851990,7.775670,7.813830,7.813830,1620
2015-03-10,7.775670,7.880610,7.727960,7.804290,7.804290,5024
2015-03-11,7.727960,7.766130,7.699340,7.727960,7.727960,9817
2015-03-12,7.727960,7.727960,7.584850,7.670720,7.670720,18400
2015-03-13,7.775670,7.918780,7.584850,7.813830,7.813830,86607
2015-03-16,7.813830,7.966480,7.813830,7.918780,7.918780,5311
2015-03-17,8.014180,8.243160,7.842450,7.918780,7.918780,7664
2015-03-18,7.918780,8.052350,7.880610,7.918780,7.918780,37874
2015-03-19,7.918780,8.014180,7.823370,7.823370,7.823370,38515
2015-03-20,7.823370,7.871070,7.804290,7.804290,7.804290,29642
2015-03-23,7.823370,7.861530,7.775670,7.775670,7.775670,17653
2015-03-24,7.727960,7.737500,7.651640,7.689800,7.689800,5905
2015-03-25,7.737500,7.966480,7.727960,7.727960,7.727960,16444
2015-03-26,7.718420,7.718420,7.632560,7.689800,7.689800,6500
2015-03-27,7.689800,7.727960,7.546690,7.632560,7.632560,10585
2015-03-30,7.632560,7.670720,7.556230,7.603930,7.603930,2792
2015-03-31,7.623010,7.708880,7.613470,7.632560,7.632560,778
2015-04-01,7.632560,7.642100,7.422660,7.489450,7.489450,8696
2015-04-02,7.432200,7.537150,7.346330,7.441740,7.441740,8572
2015-04-07,7.623010,7.623010,7.403580,7.451280,7.451280,7457
2015-04-08,7.451280,7.489450,7.365420,7.365420,7.365420,4000
2015-04-09,7.374960,7.451280,7.308170,7.327250,7.327250,6397
2015-04-10,7.441740,7.623010,7.346330,7.623010,7.623010,12276
2015-04-13,7.537150,7.537150,7.460820,7.518070,7.518070,2123
2015-04-14,7.518070,7.537150,7.355880,7.403580,7.403580,3576
2015-04-15,7.384500,7.422660,7.298630,7.422660,7.422660,10592
2015-04-16,7.279550,7.413120,7.260470,7.384500,7.384500,6257
2015-04-17,7.346330,7.346330,7.270010,7.270010,7.270010,3213
2015-04-20,7.346330,7.346330,7.260470,7.346330,7.346330,8627
2015-04-21,7.270010,7.346330,7.250930,7.346330,7.346330,4036
2015-04-22,7.346330,7.346330,7.203220,7.289090,7.289090,5112
2015-04-23,7.298630,7.298630,7.212770,7.250930,7.250930,1071
2015-04-24,7.241390,7.250930,7.203220,7.231850,7.231850,2387
2015-04-27,7.174600,7.279550,7.174600,7.203220,7.203220,3472
2015-04-28,7.212770,7.336790,7.174600,7.298630,7.298630,2663
2015-04-29,7.346330,7.346330,7.155520,7.250930,7.250930,6499
2015-04-30,7.155520,7.413120,7.136440,7.279550,7.279550,7624
2015-05-04,7.279550,7.365420,7.203220,7.336790,7.336790,902
2015-05-05,7.327250,7.336790,7.203220,7.260470,7.260470,2095
2015-05-06,7.260470,7.289090,7.165060,7.165060,7.165060,1212
2015-05-07,7.184140,7.260470,7.155520,7.250930,7.250930,4843
2015-05-08,7.241390,7.250930,7.165060,7.250930,7.250930,1989
2015-05-11,7.289090,7.289090,7.222310,7.279550,7.279550,3832
2015-05-12,7.279550,7.279550,7.107820,7.193680,7.193680,5033
2015-05-13,7.193680,7.231850,6.878840,7.079200,7.079200,4685
2015-05-14,7.069650,7.174600,6.974250,7.174600,7.174600,5411
2015-05-15,7.165060,7.165060,7.060110,7.107820,7.107820,970
2015-05-18,7.174600,7.174600,6.955170,6.964710,6.964710,3811
2015-05-19,7.155520,7.155520,6.869300,7.031490,7.031490,4616
2015-05-20,7.060110,7.060110,6.974250,7.060110,7.060110,320
2015-05-21,6.974250,7.145980,6.974250,7.145980,7.145980,3342
2015-05-22,7.107820,7.107820,6.926540,7.098280,7.098280,7604
2015-05-25,7.155520,7.155520,6.869300,6.993330,6.993330,5759
2015-05-26,7.088740,7.088740,7.012410,7.088740,7.088740,4404
2015-05-27,7.107820,7.584850,7.107820,7.527610,7.527610,17895
2015-05-28,7.518070,7.527610,7.308170,7.346330,7.346330,12098
2015-05-29,7.346330,7.460820,7.327250,7.441740,7.441740,3130
2015-06-01,7.441740,7.441740,7.298630,7.346330,7.346330,1177
2015-06-02,7.346330,7.394040,7.117360,7.346330,7.346330,6715
2015-06-03,7.336790,7.336790,7.327250,7.327250,7.327250,30
2015-06-04,7.203220,7.336790,6.936090,7.126900,7.126900,11026
2015-06-05,7.126900,7.145980,6.964710,7.041030,7.041030,802
2015-06-08,6.964710,7.193680,6.964710,7.012410,7.012410,3381
2015-06-09,7.012410,7.107820,6.974250,7.107820,7.107820,1816
2015-06-10,7.155520,7.193680,7.088740,7.126900,7.126900,4325
2015-06-11,7.126900,7.126900,6.917000,6.993330,6.993330,6434
2015-06-12,6.926540,6.964710,6.869300,6.869300,6.869300,5504
2015-06-15,6.974250,6.974250,6.869300,6.955170,6.955170,2952
2015-06-16,6.869300,6.869300,6.354100,6.869300,6.869300,9741
2015-06-17,6.678490,6.964710,6.678490,6.964710,6.964710,559
2015-06-18,6.707110,6.726190,6.678490,6.697570,6.697570,3488
2015-06-19,6.707110,6.869300,6.516290,6.773890,6.773890,14552
2015-06-22,6.783430,7.394040,6.726190,7.203220,7.203220,18194
2015-06-23,7.527610,7.537150,7.279550,7.432200,7.432200,3242
2015-06-24,7.441740,7.451280,7.250930,7.250930,7.250930,2243
2015-06-25,7.308170,7.489450,7.250930,7.298630,7.298630,1739
2015-06-26,7.308170,7.441740,7.298630,7.441740,7.441740,2029
2015-06-29,7.174600,7.241390,6.964710,7.107820,7.107820,7362
2015-06-30,7.107820,7.136440,6.964710,7.136440,7.136440,1204
2015-07-01,7.136440,7.155520,7.107820,7.145980,7.145980,1446
2015-07-02,7.365420,7.623010,7.165060,7.374960,7.374960,5200
2015-07-03,7.394040,7.394040,7.155520,7.336790,7.336790,2021
2015-07-06,7.241390,7.241390,7.155520,7.155520,7.155520,1446
2015-07-07,7.165060,7.346330,7.165060,7.250930,7.250930,7648
2015-07-08,7.250930,7.308170,7.155520,7.308170,7.308170,2141
2015-07-09,7.308170,7.346330,7.184140,7.222310,7.222310,6857
2015-07-10,7.250930,7.403580,7.107820,7.222310,7.222310,3612
2015-07-13,7.212770,7.327250,7.165060,7.184140,7.184140,1226
2015-07-14,7.203220,7.336790,7.107820,7.336790,7.336790,5009
2015-07-15,7.346330,7.346330,6.611700,7.098280,7.098280,61050
2015-07-16,7.012410,7.060110,6.878840,6.964710,6.964710,15549
2015-07-17,7.174600,7.184140,6.955170,7.088740,7.088740,24227
2015-07-20,7.002870,7.021950,6.974250,6.974250,6.974250,3045
2015-07-21,6.993330,7.021950,6.878840,6.964710,6.964710,20283
2015-07-22,6.964710,7.413120,6.869300,7.413120,7.413120,23664
2015-07-23,7.432200,7.432200,7.174600,7.184140,7.184140,3100
2015-07-24,7.432200,7.432200,7.155520,7.193680,7.193680,5709
2015-07-27,7.203220,7.250930,7.203220,7.203220,7.203220,1207
2015-07-28,7.203220,7.298630,7.203220,7.298630,7.298630,1363
2015-07-29,7.155520,7.270010,7.060110,7.155520,7.155520,11328
2015-07-30,6.983790,7.060110,6.983790,7.021950,7.021950,5789
2015-07-31,7.060110,7.203220,7.021950,7.203220,7.203220,7827
2015-08-03,7.012410,7.193680,7.012410,7.174600,7.174600,3328
2015-08-04,7.203220,7.203220,7.069650,7.088740,7.088740,1179
2015-08-05,7.203220,7.250930,7.050570,7.250930,7.250930,4036
2015-08-06,7.241390,7.241390,7.155520,7.155520,7.155520,158
2015-08-07,7.155520,7.203220,7.107820,7.203220,7.203220,3668
2015-08-10,7.193680,7.203220,7.117360,7.117360,7.117360,1999
2015-08-11,7.031490,7.203220,7.031490,7.088740,7.088740,1546
2015-08-12,7.069650,7.079200,7.012410,7.012410,7.012410,2354
2015-08-13,7.002870,7.079200,6.964710,7.079200,7.079200,918
2015-08-14,7.079200,7.079200,7.060110,7.060110,7.060110,210
2015-08-17,7.155520,7.155520,7.060110,7.060110,7.060110,451
2015-08-18,7.050570,7.060110,6.974250,7.060110,7.060110,877
2015-08-19,7.002870,7.060110,6.964710,6.974250,6.974250,2347
2015-08-20,7.155520,7.155520,6.812060,6.821600,6.821600,15081
2015-08-21,6.869300,6.907460,6.773890,6.802520,6.802520,5761
2015-08-24,6.678490,6.678490,6.201450,6.392260,6.392260,16609
2015-08-25,6.392260,6.487670,6.363640,6.487670,6.487670,2811
2015-08-26,6.344560,6.773890,6.106040,6.315940,6.315940,22724
2015-08-27,6.583080,6.583080,6.392260,6.439970,6.439970,2313
2015-08-28,6.583080,6.583080,6.411350,6.449510,6.449510,3255
2015-08-31,6.573540,6.573540,6.392260,6.411350,6.411350,2312
2015-09-01,6.420890,6.420890,6.106040,6.115580,6.115580,7941
2015-09-02,6.125130,6.239610,5.724420,6.163290,6.163290,3419
2015-09-03,6.201450,6.296860,5.867530,6.287320,6.287320,4784
2015-09-04,6.287320,6.296860,6.191910,6.191910,6.191910,298
2015-09-07,6.106040,6.191910,6.010640,6.163290,6.163290,1592
2015-09-08,6.163290,6.191910,5.886610,5.991560,5.991560,6214
2015-09-09,6.096500,6.096500,5.991560,5.991560,5.991560,652
